# Auto-generated from s1disasm REV00 listing — do not edit
01B5D4,SS_AniEmeraldSparks,
01B60C,locret_1B60C,
01B60E,SS_AniEmerData,
01B614,SS_AniGlassBlock,
01B640,locret_1B640,
01B642,SS_AniGlassData,
01B64C,SS_LayoutIndex,
01B664,SS_StartLoc,
01B67C,SS_Load,
01B694,SS_ChkEmldNum,
01B6AA,SS_ChkEmldLoop,
01B6B2,SS_ChkEmldRepeat,
01B6B6,SS_LoadData,
01B6E2,SS_ClrRAM3,
01B6F6,loc_1B6F6,
01B6F8,loc_1B6F8,
01B714,loc_1B714,
01B730,loc_1B730,
01B738,SS_MapIndex,specialStageData
01B90C,SS_MapIndex_End,Map_SS_R / Map_SS_R_internal / current_mappings_table
01B912,byte_1B912,
01B918,byte_1B918,
01B91E,byte_1B91E,
01B920,Map_SS_Glass,Map_SS_Glass_internal / current_mappings_table
01B928,byte_1B928,
01B92E,byte_1B92E,
01B934,byte_1B934,
01B93A,byte_1B93A,
01B940,Map_SS_Up,Map_SS_Up_internal / current_mappings_table
01B944,byte_1B944,
01B94A,byte_1B94A,
01B950,Map_SS_Down,Map_SS_Down_internal / current_mappings_table
01B954,byte_1B954,
01B95A,byte_1B95A,
01B960,Map_SS_Chaos1,current_mappings_table
01B964,Map_SS_Chaos2,current_mappings_table
01B968,Map_SS_Chaos3,current_mappings_table
01B96C,byte_1B96C,
01B972,byte_1B972,
01B978,byte_1B978,
01B97E,byte_1B97E,
01B984,SonicSpecial,
01B992,Obj09_Normal,
01B9A0,Obj09_Index,
01B9A8,Obj09_Main,
01B9E4,Obj09_ChkDebug,
01B9F8,Obj09_NoDebug,
01BA1C,Obj09_Modes,
01BA20,Obj09_OnWall,
01BA2E,Obj09_InAir,
01BA3A,Obj09_Display,
01BA60,Obj09_Move,
01BA6C,Obj09_ChkRight,
01BA78,loc_1BA78,
01BA94,loc_1BA94,
01BA9A,loc_1BA9A,
01BAA4,loc_1BAA4,
01BAA8,loc_1BAA8,
01BAF2,loc_1BAF2,
01BAF8,Obj09_MoveLeft,
01BB06,loc_1BB06,
01BB14,loc_1BB14,
01BB1A,loc_1BB1A,
01BB22,loc_1BB22,
01BB28,Obj09_MoveRight,
01BB42,loc_1BB42,
01BB48,loc_1BB48,
01BB50,loc_1BB50,
01BB54,locret_1BB54,
01BB56,Obj09_Jump,
01BB98,Obj09_NoJump,
01BB9A,nullsub_2,
01BBB4,locret_1BBB4,
01BBB6,SS_FixCamera,
01BBCE,loc_1BBCE,
01BBDE,locret_1BBDE,
01BBE0,Obj09_ExitStage,
01BBF4,loc_1BBF4,
01BC12,loc_1BC12,
01BC34,Obj09_Exit2,
01BC40,loc_1BC40,
01BC56,Obj09_Fall,
01BCB0,loc_1BCB0,
01BCC6,loc_1BCC6,
01BCD4,loc_1BCD4,
01BCE8,sub_1BCE8,
01BD30,sub_1BD30,
01BD44,locret_1BD44,
01BD46,loc_1BD46,
01BD52,Obj09_ChkItems,
01BD8C,Obj09_ChkCont,
01BDA0,Obj09_GetCont,
01BDC4,Obj09_NoCont,
01BDC8,Obj09_Chk1Up,
01BDDC,Obj09_Get1Up,
01BDF2,Obj09_ChkEmer,
01BE0C,Obj09_GetEmer,
01BE2A,Obj09_NoEmer,
01BE38,Obj09_ChkGhost,
01BE44,Obj09_ChkGhostTag,
01BE58,Obj09_NoGhost,
01BE5C,Obj09_MakeGhostSolid,
01BE6C,Obj09_GhostLoop2,
01BE6E,Obj09_GhostLoop,
01BE78,Obj09_NoReplace,
01BE86,Obj09_GhostNotSolid,
01BE8E,Obj09_ChkItems2,
01BEA0,loc_1BEA0,
01BEAC,locret_1BEAC,
01BEAE,Obj09_ChkBumper,
01BF1C,Obj09_BumpSnd,
01BF26,Obj09_GOAL,
01BF3C,Obj09_UPblock,
01BF66,Obj09_UPsnd,
01BF70,Obj09_DOWNblock,
01BF9A,Obj09_DOWNsnd,
01BFA4,Obj09_Rblock,
01BFCC,Obj09_RevStage,
01BFDA,Obj09_ChkGlass,
01BFF2,Obj09_Glass,
01C012,Obj09_GlassUpdate,
01C016,Obj09_GlassSnd,
01C020,Obj09_NoGlass,
01C022,Obj10,
01C024,AnimateLevelGfx,
01C044,ispaused,
01C046,AniArt_Index,
01C052,_end,
01C054,AniArt_GHZ,AniArt_GHZ_Waterfall
01C078,isframe0,
01C08A,AniArt_GHZ_Bigflower,
01C0AE,isframe0,
01C0C0,AniArt_GHZ_Smallflower,
01C0E8,isframe1,
01C10E,sequence,
01C112,AniArt_MZ,AniArt_MZ_Lava
01C134,frame01or2,
01C150,AniArt_MZ_Magma,
01C188,loop,
01C1AE,AniArt_MZ_Torch,
01C1EC,AniArt_SBZ,
01C1F8,smokepuff,
01C234,untilnextpuff,
01C23A,clearsky,
01C250,chk_smokepuff2,
01C25C,smokepuff2,
01C298,untilnextpuff2,
01C2A2,AniArt_Ending,AniArt_Ending_BigFlower
01C2CE,isframe0,
01C2F4,AniArt_Ending_SmallFlower,
01C334,sequence,
01C33C,AniArt_Ending_Flower3,
01C376,AniArt_Ending_Flower3_sequence,
01C37A,AniArt_Ending_Flower4,
01C3B6,AniArt_none,
01C3B8,input,LoadTiles
01C3CE,AniArt_MZextra,
01C3EE,loc_1C3EE,
01C3FA,loc_1C3FA,
01C410,loc_1C410,
01C41E,loc_1C41E,
01C434,loc_1C434,
01C442,loc_1C442,
01C458,loc_1C458,
01C466,loc_1C466,
01C47C,loc_1C47C,
01C48A,loc_1C48A,
01C4A0,loc_1C4A0,
01C4AE,loc_1C4AE,
01C4C4,loc_1C4C4,
01C4D2,loc_1C4D2,
01C4E8,loc_1C4E8,
01C4EC,start,
01C4FA,loc_1C4FA,
01C510,AniArt_GiantRing,
01C518,loc_1C518,loadTiles
01C548,HUD,
01C556,HUD_Index,
01C55A,HUD_Main,
01C584,HUD_Flash,
01C594,norings,
01C5AA,display,
01C5B4,Map_HUD,Map_HUD_internal / current_mappings_table
01C5BC,allyellow,
01C5F0,ringred,
01C624,timered,
01C658,allred,
01C68C,AddPoints,
01C6AC,belowmax,
01C6B6,locret_1C6B6,noextralife
01C6B8,HUD_Update,
01C6D8,chkrings,
01C6E4,notzero,
01C6F8,chktime,
01C734,updatetime,
01C754,chklives,
01C762,chkbonus,
01C78A,finish,
01C78C,TimeOver,
01C7A2,HudDebug,
01C7B2,notzero,
01C7C6,objcounter,
01C7E4,chkbonus,
01C80C,finish,
01C80E,Hud_LoadZero,
01C822,Hud_Base,
01C83E,loc_1C83E,
01C842,loc_1C842,
01C852,loc_1C852,
01C858,loc_1C858,
01C85E,loc_1C85E,
01C86A,Hud_TilesBase,
01C876,Hud_TilesZero,
01C87A,HudDb_XY,
01C89A,HudDb_XY2,
01C8A2,HudDb_XYLoop,
01C8B2,loc_1C8B2,
01C8D0,Hud_Rings,
01C8DA,Hud_Score,
01C8E2,Hud_LoadArt,
01C8E8,Hud_ScoreLoop,
01C8EC,loc_1C8EC,
01C8F4,loc_1C8F4,
01C8FE,loc_1C8FE,
01C92C,loc_1C92C,
01C938,ContScrCounter,
01C956,ContScr_Loop,
01C95A,loc_1C95A,
01C962,loc_1C962,
01C990,Hud_100000,
01C994,Hud_10000,
01C998,Hud_1000,
01C99C,Hud_100,
01C9A0,Hud_10,
01C9A4,Hud_1,
01C9A8,Hud_Mins,
01C9B2,Hud_Secs,
01C9BA,loc_1C9BA,
01C9C0,Hud_TimeLoop,
01C9C4,loc_1C9C4,
01C9CC,loc_1C9CC,
01C9D6,loc_1C9D6,
01CA0C,Hud_TimeRingBonus,
01CA1A,Hud_BonusLoop,
01CA1E,loc_1CA1E,
01CA26,loc_1CA26,
01CA30,loc_1CA30,
01CA5A,loc_1CA5A,
01CA60,Hud_ClrBonus,
01CA62,Hud_ClrBonusLoop,
01CA6E,Hud_Lives,
01CA88,Hud_LivesLoop,
01CA90,loc_1CA90,
01CA98,loc_1CA98,
01CAA2,loc_1CAA2,
01CAA6,loc_1CAA6,
01CABC,loc_1CABC,
01CAC8,Hud_ClrLives,
01CACE,Hud_ClrLivesLoop,
01CADA,Art_Hud,
01CDDA,Art_LivesNums,
01CF1A,DebugMode,
01CF28,Debug_Index,
01CF2C,Debug_Main,
01CF7E,islevel,
01CF84,selectlist,
01CF9E,noreset,
01CFAE,Debug_Action,
01CFBE,isntlevel,
01CFD6,Debug_Control,
01D000,dirheld,
01D018,dirpressed,
01D01C,loc_1D01C,
01D03C,loc_1D03C,
01D052,loc_1D052,
01D05E,loc_1D05E,
01D066,loc_1D066,
01D06E,Debug_ChgItem,
01D08A,nextitem,
01D0A2,display,
01D0A6,createitem,
01D0EA,backtonormal,
01D150,stayindebug,
01D152,Debug_ShowItem,
01D16E,DebugList,
01D17A,_end,
01D17C,dbug,GHZ
01D1FE,GHZend,LZ
01D2C8,LZend,MZ
01D35A,MZend,SLZ
01D3D4,SLZend,SYZ
01D44E,SYZend,SBZ
01D538,SBZend,Ending
01D5A2,Endingend,LevelHeaders / lhead
01D602,_end,
01D612,ArtLoadCues,ptr_PLC_Main
01D614,ptr_PLC_Main2,
01D616,ptr_PLC_Explode,
01D618,ptr_PLC_GameOver,
01D61A,PLC_Levels,ptr_PLC_GHZ
01D61C,ptr_PLC_GHZ2,
01D61E,ptr_PLC_LZ,
01D620,ptr_PLC_LZ2,
01D622,ptr_PLC_MZ,
01D624,ptr_PLC_MZ2,
01D626,ptr_PLC_SLZ,
01D628,ptr_PLC_SLZ2,
01D62A,ptr_PLC_SYZ,
01D62C,ptr_PLC_SYZ2,
01D62E,ptr_PLC_SBZ,
01D630,ptr_PLC_SBZ2,
01D632,_end,ptr_PLC_TitleCard
01D634,ptr_PLC_Boss,
01D636,ptr_PLC_Signpost,
01D638,ptr_PLC_Warp,
01D63A,ptr_PLC_SpecialStage,
01D63C,PLC_Animals,ptr_PLC_GHZAnimals
01D63E,ptr_PLC_LZAnimals,
01D640,ptr_PLC_MZAnimals,
01D642,ptr_PLC_SLZAnimals,
01D644,ptr_PLC_SYZAnimals,
01D646,ptr_PLC_SBZAnimals,
01D648,_end,ptr_PLC_SSResult
01D64A,ptr_PLC_Ending,
01D64C,ptr_PLC_TryAgain,
01D64E,ptr_PLC_EggmanSBZ2,
01D650,ptr_PLC_FZBoss,
01D652,plcm,PLC_Main
01D672,PLC_Mainend,PLC_Main2
01D686,PLC_Main2end,PLC_Explode
01D68E,PLC_Explodeend,PLC_GameOver
01D696,PLC_GameOverend,PLC_GHZ
01D6E0,PLC_GHZ2,
01D706,PLC_GHZ2end,PLC_LZ
01D750,PLC_LZ2,
01D7A0,PLC_LZ2end,PLC_MZ
01D7DE,PLC_MZ2,
01D7FE,PLC_MZ2end,PLC_SLZ
01D836,PLC_SLZ2,
01D85C,PLC_SLZ2end,PLC_SYZ
01D87C,PLC_SYZ2,
01D8AE,PLC_SYZ2end,PLC_SBZ
01D8F8,PLC_SBZ2,
01D948,PLC_SBZ2end,PLC_TitleCard
01D950,PLC_TitleCardend,PLC_Boss
01D976,PLC_Bossend,PLC_Signpost
01D98A,PLC_Signpostend,PLC_Warp
01D992,PLC_Warpend,PLC_SpecialStage
01D9FA,PLC_SpeStageend,
01DA0C,PLC_GHZAnimals,
01DA1A,PLC_GHZAnimalsend,PLC_LZAnimals
01DA28,PLC_LZAnimalsend,PLC_MZAnimals
01DA36,PLC_MZAnimalsend,PLC_SLZAnimals
01DA44,PLC_SLZAnimalsend,PLC_SYZAnimals
01DA52,PLC_SYZAnimalsend,PLC_SBZAnimals
01DA60,PLC_SBZAnimalsend,PLC_SSResult
01DA6E,PLC_SpeStResultend,PLC_Ending
01DACA,PLC_Endingend,PLC_TryAgain
01DADE,PLC_TryAgainend,PLC_EggmanSBZ2
01DAF2,PLC_EggmanSBZ2end,PLC_FZBoss
01DB12,PLC_FZBossend,plcid_Main / plcid_Main2 / plcid_Explode / plcid_GameOver / plcid_GHZ / plcid_GHZ2 / plcid_LZ / plcid_LZ2 / plcid_MZ / plcid_MZ2 / plcid_SLZ / plcid_SLZ2 / plcid_SYZ / plcid_SYZ2 / plcid_SBZ / plcid_SBZ2 / plcid_TitleCard / plcid_Boss / plcid_Signpost / plcid_Warp / plcid_SpecialStage / plcid_GHZAnimals / plcid_LZAnimals / plcid_MZAnimals / plcid_SLZAnimals / plcid_SYZAnimals / plcid_SBZAnimals / plcid_SSResult / plcid_Ending / plcid_TryAgain / plcid_EggmanSBZ2 / plcid_FZBoss / revisions
01DC00,Nem_SegaLogo,
01E062,Eni_SegaLogo,
01E15A,Eni_Title,
01E26E,Nem_TitleFg,
01F27A,Nem_TitleSonic,
020C48,Nem_TitleTM,
020C7C,Eni_JapNames,
020D3A,Nem_JapNames,
0211E2,Map_Sonic,Map_Sonic_internal / current_mappings_table
021292,MS_Null,
021293,MS_Stand,
0212A8,MS_Wait1,
0212B8,MS_Wait2,
0212C8,MS_Wait3,
0212D8,MS_LookUp,
0212E8,MS_Walk11,
0212FD,MS_Walk12,
021308,MS_Walk13,
021313,MS_Walk14,
021328,MS_Walk15,
021333,MS_Walk16,
021343,MS_Walk21,
02135D,MS_Walk22,
02137C,MS_Walk23,
021391,MS_Walk24,
0213AB,MS_Walk25,
0213C0,MS_Walk26,
0213DA,MS_Walk31,
0213EF,MS_Walk32,
0213FA,MS_Walk33,
021405,MS_Walk34,
02141A,MS_Walk35,
021425,MS_Walk36,
021435,MS_Walk41,
021454,MS_Walk42,
021473,MS_Walk43,
021488,MS_Walk44,
0214A2,MS_Walk45,
0214B7,MS_Walk46,
0214D1,MS_Run11,
0214DC,MS_Run12,
0214E7,MS_Run13,
0214F2,MS_Run14,
0214FD,MS_Run21,
021512,MS_Run22,
021522,MS_Run23,
021537,MS_Run24,
021547,MS_Run31,
021552,MS_Run32,
02155D,MS_Run33,
021568,MS_Run34,
021573,MS_Run41,
021588,MS_Run42,
021593,MS_Run43,
0215A8,MS_Run44,
0215B3,MS_Roll1,
0215B9,MS_Roll2,
0215BF,MS_Roll3,
0215C5,MS_Roll4,
0215CB,MS_Roll5,
0215D1,MS_Warp1,
0215DC,MS_Warp2,
0215E2,MS_Warp3,
0215ED,MS_Warp4,
0215F3,MS_Stop1,
0215FE,MS_Stop2,
021613,MS_Duck,
021628,MS_Balance1,
021638,MS_Balance2,
021648,MS_Float1,
021658,MS_Float2,
021663,MS_Float3,
021673,MS_Float4,
021683,MS_Spring,
021693,MS_Hang1,
0216A8,MS_Hang2,
0216BD,MS_Leap1,
0216D7,MS_Leap2,
0216F1,MS_Push1,
0216FC,MS_Push2,
02170C,MS_Push3,
021717,MS_Push4,
021727,MS_Surf,
021732,MS_BubStand,
021742,MS_Burnt,
021752,MS_Drown,
02176C,MS_Death,
021786,MS_Shrink1,
021791,MS_Shrink2,
0217A1,MS_Shrink3,
0217A7,MS_Shrink4,
0217AD,MS_Shrink5,
0217B3,MS_Float5,
0217C3,MS_Float6,
0217D3,MS_Injury,
0217E3,MS_GetAir,
0217F3,MS_WaterSlide,
0217FE,SonicDynPLC,SonicDynPLC_internal / current_mappings_table
0218AE,SonPLC_Null,
0218AF,SonPLC_Stand,
0218B8,SonPLC_Wait1,
0218BF,SonPLC_Wait2,
0218C6,SonPLC_Wait3,
0218CD,SonPLC_LookUp,
0218D4,SonPLC_Walk11,
0218DD,SonPLC_Walk12,
0218E2,SonPLC_Walk13,
0218E7,SonPLC_Walk14,
0218F0,SonPLC_Walk15,
0218F5,SonPLC_Walk16,
0218FC,SonPLC_Walk21,
021907,SonPLC_Walk22,
021914,SonPLC_Walk23,
02191D,SonPLC_Walk24,
021928,SonPLC_Walk25,
021931,SonPLC_Walk26,
02193C,SonPLC_Walk31,
021945,SonPLC_Walk32,
02194A,SonPLC_Walk33,
02194F,SonPLC_Walk34,
021958,SonPLC_Walk35,
02195D,SonPLC_Walk36,
021964,SonPLC_Walk41,
021971,SonPLC_Walk42,
02197E,SonPLC_Walk43,
021987,SonPLC_Walk44,
021992,SonPLC_Walk45,
02199B,SonPLC_Walk46,
0219A6,SonPLC_Run11,
0219AB,SonPLC_Run12,
0219B0,SonPLC_Run13,
0219B5,SonPLC_Run14,
0219BA,SonPLC_Run21,
0219C3,SonPLC_Run22,
0219CA,SonPLC_Run23,
0219D3,SonPLC_Run24,
0219DA,SonPLC_Run31,
0219DF,SonPLC_Run32,
0219E4,SonPLC_Run33,
0219E9,SonPLC_Run34,
0219EE,SonPLC_Run41,
0219F7,SonPLC_Run42,
0219FC,SonPLC_Run43,
021A05,SonPLC_Run44,
021A0A,SonPLC_Roll1,
021A0D,SonPLC_Roll2,
021A10,SonPLC_Roll3,
021A13,SonPLC_Roll4,
021A16,SonPLC_Roll5,
021A19,SonPLC_Warp1,
021A1E,SonPLC_Warp2,
021A21,SonPLC_Warp3,
021A26,SonPLC_Warp4,
021A29,SonPLC_Stop1,
021A2E,SonPLC_Stop2,
021A37,SonPLC_Duck,
021A40,SonPLC_Balance1,
021A47,SonPLC_Balance2,
021A4E,SonPLC_Float1,
021A55,SonPLC_Float2,
021A58,SonPLC_Float3,
021A5F,SonPLC_Float4,
021A66,SonPLC_Spring,
021A6D,SonPLC_Hang1,
021A76,SonPLC_Hang2,
021A7F,SonPLC_Leap1,
021A8A,SonPLC_Leap2,
021A95,SonPLC_Push1,
021A9A,SonPLC_Push2,
021AA1,SonPLC_Push3,
021AA6,SonPLC_Push4,
021AAD,SonPLC_Surf,
021AB2,SonPLC_BubStand,
021AB9,SonPLC_Death,
021AC0,SonPLC_Drown,
021ACB,SonPLC_Burnt,
021AD6,SonPLC_Shrink1,
021ADB,SonPLC_Shrink2,
021AE2,SonPLC_Shrink3,
021AE5,SonPLC_Shrink4,
021AE8,SonPLC_Shrink5,
021AEB,SonPLC_Injury,
021AF2,SonPLC_GetAir,
021AF9,SonPLC_WaterSlide,
021AFE,Art_Sonic,
02BC1E,Nem_Smoke,
02BD22,Nem_SyzSparkle,
02BD5C,Nem_Shield,
02BEF2,Nem_Stars,
02C03A,Nem_LzSonic,
02C144,Nem_UnkFire,
02C196,Nem_Warp,
02C3DE,Nem_Goggle,
02C564,Map_SSWalls,Map_SSWalls_internal / current_mappings_table
02C584,byte_2C584,
02C58A,byte_2C58A,
02C590,byte_2C590,
02C596,byte_2C596,
02C59C,byte_2C59C,
02C5A2,byte_2C5A2,
02C5A8,byte_2C5A8,
02C5AE,byte_2C5AE,
02C5B4,byte_2C5B4,
02C5BA,byte_2C5BA,
02C5C0,byte_2C5C0,
02C5C6,byte_2C5C6,
02C5CC,byte_2C5CC,
02C5D2,byte_2C5D2,
02C5D8,byte_2C5D8,
02C5DE,byte_2C5DE,
02C5E4,Nem_SSWalls,
02CF1C,Eni_SSBg1,
02D050,Nem_SSBgFish,
02DCE0,Eni_SSBg2,
02DFE0,Nem_SSBgCloud,
02E4D4,Nem_SSGOAL,
02E5C2,Nem_SSRBlock,
02E692,Nem_SS1UpBlock,
02E788,Nem_SSEmStars,
02E7E6,Nem_SSRedWhite,
02E878,Nem_SSZone1,
02E93A,Nem_SSZone2,
02EA08,Nem_SSZone3,
02EAD4,Nem_SSZone4,
02EB9C,Nem_SSZone5,
02EC66,Nem_SSZone6,
02ED36,Nem_SSUpDown,
02EF2A,Nem_SSEmerald,
02F092,Nem_SSGhost,
02F142,Nem_SSWBlock,
02F21C,Nem_SSGlass,
02F2A0,Nem_ResultEm,
02F41E,Nem_Stalk,
02F468,Nem_Swing,
02F582,Nem_Bridge,
02F66E,Nem_GhzUnkBlock,
02F6B6,Nem_Ball,
02F854,Nem_Spikes,
02F8D0,Nem_GhzLog,
02FAE4,Nem_SpikePole,
02FC10,Nem_PplRock,
02FD3E,Nem_GhzWall1,
02FDDC,Nem_GhzWall2,
02FE3C,Nem_Water,
02FF60,Nem_Splash,
030754,Nem_LzSpikeBall,
0308D4,Nem_FlapDoor,
030A3E,Nem_Bubbles,
031094,Nem_LzBlock3,
03114A,Nem_LzDoor1,
0311EC,Nem_Harpoon,
031348,Nem_LzPole,
0313AC,Nem_LzDoor2,
0314FE,Nem_LzWheel,
0319E0,Nem_Gargoyle,
031B50,Nem_LzBlock2,
031E08,Nem_LzPlatfm,
031F40,Nem_Cork,
03206A,Nem_LzBlock1,
03217A,Nem_MzMetal,
032408,Nem_MzSwitch,
0324C6,Nem_MzGlass,
03257E,Nem_UnkGrass,
0325D2,Nem_MzFire,
0328B0,Nem_Lava,
0331C6,Nem_MzBlock,
03332A,Nem_MzUnkBlock,
0333B2,Nem_Seesaw,
0335EE,Nem_SlzSpike,
033734,Nem_Fan,
033978,Nem_SlzWall,
0339DA,Nem_Pylon,
033ABC,Nem_SlzSwing,
033C9E,Nem_SlzBlock,
033DAA,Nem_SlzCannon,
033E4E,Nem_Bumper,
033FB8,Nem_SyzSpike2,
03401A,Nem_LzSwitch,
0340FC,Nem_SyzSpike1,
03438A,Nem_SbzWheel1,
0343DE,Nem_SbzWheel2,
03467A,Nem_Cutter,
03487E,Nem_Stomper,
034A1C,Nem_SpinPform,
034D4C,Nem_TrapDoor,
034F2A,Nem_SbzFloor,
034F82,Nem_Electric,
035102,Nem_SbzBlock,
035200,Nem_FlamePipe,
03538C,Nem_SbzDoor1,
0353DC,Nem_SlideFloor,
035434,Nem_SbzDoor2,
035530,Nem_Girder,
035646,Nem_BallHog,
035A06,Nem_Crabmeat,
035EF4,Nem_Buzz,
03629A,Nem_UnkExplode,
036482,Nem_Burrobot,
036B6C,Nem_Chopper,
036DD4,Nem_Jaws,
03705E,Nem_Roller,
037582,Nem_Motobug,
03780C,Nem_Newtron,
037E2A,Nem_Yadrin,
038212,Nem_Basaran,
03850E,Nem_Splats,
038756,Nem_Bomb,
0389EE,Nem_Orbinaut,
038BCC,Nem_Cater,
038D5A,Nem_TitleCard,
039368,Nem_Hud,
03945E,Nem_Lives,
039564,Nem_Ring,
039658,Nem_Monitors,
039AB8,Nem_Explode,
03A11E,Nem_Points,
03A1CE,Nem_GameOver,
03A360,Nem_HSpring,
03A462,Nem_VSpring,
03A53E,Nem_SignPost,
03A9BA,Nem_Lamp,
03AA7A,Nem_BigFlash,
03ABEE,Nem_Bonus,
03AEF0,Nem_ContSonic,
03B1A0,Nem_MiniSonic,
03B3DA,Nem_Rabbit,
03B532,Nem_Chicken,
03B68E,Nem_Penguin,
03B80A,Nem_Seal,
03B926,Nem_Pig,
03BA5C,Nem_Flicky,
03BB96,Nem_Squirrel,
03BCF2,Blk16_GHZ,
03C692,Nem_GHZ_1st,
03DCF2,Nem_GHZ_2nd,
03F09A,Blk256_GHZ,
0411AA,Blk16_LZ,
0414D4,Nem_LZ,
04301C,Blk256_LZ,
04580C,Blk16_MZ,
046016,Nem_MZ,
04885A,Blk256_MZ,
04A01A,Blk16_SLZ,
04A7FE,Nem_SLZ,
04E352,Blk256_SLZ,
050782,Blk16_SYZ,
0510F0,Nem_SYZ,
05481C,Blk256_SYZ,
056BCC,Blk16_SBZ,
057A66,Nem_SBZ,
05A212,Blk256_SBZ,
05CC62,Nem_Eggman,
05D4C6,Nem_Weapons,
05D7B0,Nem_Prison,
05E034,Nem_Sbz2Eggman,
05E860,Nem_FzBoss,
05EFC8,Nem_FzEggman,
05F548,Nem_Exhaust,
05F668,Nem_EndEm,
05F866,Nem_EndSonic,
060A44,Nem_TryAgain,
061388,Nem_EndEggman,
06175E,Kos_EndFlowers,
061CEE,Nem_EndFlower,
061F76,Nem_CreditText,
062574,Nem_EndStH,
062900,AngleMap,
062A00,CollArray1,
063A00,CollArray2,
064A00,Col_GHZ,
064B9A,Col_LZ,
064C62,Col_MZ,
064DF2,Col_SLZ,
064FE6,Col_SYZ,
0651DA,Col_SBZ,
065432,SS_1,
0656AC,SS_2,
065ABE,SS_3,
065E1A,SS_4,
0662F4,SS_5,
0667C6,SS_6,
066AD6,Art_GhzWater,
066CD6,Art_GhzFlower1,
0670D6,Art_GhzFlower2,
067556,Art_MzLava1,
067856,Art_MzLava2,
067E56,Art_MzTorch,
068156,Art_SbzSmoke,
068BD6,Format,Level_Index
068C66,_end,
068C7E,Level_GHZ1,
068D70,Level_GHZ1Unk,
068D74,Level_GHZ2,
068E3C,Level_GHZ2Unk,
068E40,Level_GHZ3,
068F62,Level_GHZbg,
068F84,Level_GHZ3Unk,
068F88,Level_GHZ4Unk,
068F8C,Level_LZ1,
06908E,Level_LZbg,
069190,Level_LZ1Unk,
069194,Level_LZ2,
06922E,Level_LZ2Unk,
069232,Level_LZ3,
06934C,Level_LZ3Unk,
069350,Level_SBZ3,
06940A,Level_SBZ3Unk,
06940E,Level_MZ1,
0694AC,Level_MZ1bg,
069526,Level_MZ2,
0695CA,Level_MZ2bg,
06965C,Level_MZ2Unk,
069660,Level_MZ3,
069742,Level_MZ3bg,
0697E6,Level_MZ3Unk,
0697EA,Level_MZ4Unk,
0697EE,Level_SLZ1,
069900,Level_SLZbg,
06997A,Level_SLZ2,
069A6A,Level_SLZ3,
069B84,Level_SLZ1Unk,
069B88,Level_SYZ1,
069C44,Level_SYZbg,
069C7E,Level_SYZ1Unk,
069C82,Level_SYZ2,
069D86,Level_SYZ2Unk,
069D8A,Level_SYZ3,
069EE4,Level_SYZ3Unk,
069EE8,Level_SYZ4Unk,
069EEC,Level_SBZ1,
06A00E,Level_SBZ1bg,
06A04C,Level_SBZ2,
06A18E,Level_SBZ2bg,
06A2F8,Level_SBZ2Unk,
06A2FC,Level_SBZ4Unk,
06A300,Level_End,
06A320,Level_EndUnk,
06A324,Art_BigRing,
06B000,ObjPos_Index,
06B060,_end,
06B070,ObjPosLZPlatform_Index,
06B080,ObjPosSBZPlatform_Index,
06B096,ObjPos_GHZ1,
06B5A0,ObjPos_GHZ2,
06BB5E,ObjPos_GHZ3,
06C218,ObjPos_LZ1,
06C686,ObjPos_LZ2,
06C9C8,ObjPos_LZ3,
06CFAA,ObjPos_SBZ3,
06D442,ObjPos_LZ1pf1,
06D474,ObjPos_LZ1pf2,
06D4A6,ObjPos_LZ2pf1,
06D4D8,ObjPos_LZ2pf2,
06D50A,ObjPos_LZ3pf1,
06D554,ObjPos_LZ3pf2,
06D592,ObjPos_MZ1,
06D8FE,ObjPos_MZ2,
06DDA8,ObjPos_MZ3,
06E31E,ObjPos_SLZ1,
06E85E,ObjPos_SLZ2,
06ECC6,ObjPos_SLZ3,
06F2A8,ObjPos_SYZ1,
06F734,ObjPos_SYZ2,
06FC9E,ObjPos_SYZ3,
0702A4,ObjPos_SBZ1,
0709E2,ObjPos_SBZ2,
0710C0,ObjPos_FZ,
0710D2,ObjPos_SBZ1pf1,
071104,ObjPos_SBZ1pf2,
071136,ObjPos_SBZ1pf3,
071168,ObjPos_SBZ1pf4,
07119A,ObjPos_SBZ1pf5,
0711CC,ObjPos_SBZ1pf6,
071204,ObjPos_End,
071360,ObjPos_Null,
071990,SoundDriver,here / https / Go_SoundTypes / Go_SoundPriorities
071994,Go_SoundD0,Go_SpecSoundIndex
071998,Go_MusicIndex,
07199C,Go_SoundIndex,
0719A0,off_719A0,Go_SpeedUpIndex
0719A4,Go_PSGIndex,
0719A8,PSG_Index,
0719CC,PSG1,
0719E3,PSG2,
0719EA,PSG3,
0719FB,PSG4,
071A06,PSG6,
071A15,PSG5,
071A3F,PSG7,
071A5B,PSG8,
071A83,PSG9,
071A94,byte_71A94,SpeedUpIndex
071A9C,MusicIndex,ptr_mus81
071AA0,ptr_mus82,
071AA4,ptr_mus83,
071AA8,ptr_mus84,
071AAC,ptr_mus85,
071AB0,ptr_mus86,
071AB4,ptr_mus87,
071AB8,ptr_mus88,
071ABC,ptr_mus89,
071AC0,ptr_mus8A,
071AC4,ptr_mus8B,
071AC8,ptr_mus8C,
071ACC,ptr_mus8D,
071AD0,ptr_mus8E,
071AD4,ptr_mus8F,
071AD8,ptr_mus90,
